Structure [idcode]	MolRegNo	m	Value	Unit	Type	pValue	Ligand Efficiency	Binding Efficiency	Surface Efficiency	Assay Category	Assay Organism	Target ID	Target Name	Target Organism	Target Description	Sequence Accession	Reference	Pubmed ID	DOI	
dSzQdHQ@@D`xALRT}OKFkb@p\J`XvKbd]Lq\_@JBPaJRTmHrVcizabYfycYvKnz^W`BHwH`hRDaDQDcHRDQHQHQHQHRDrDRDcDRDaDaHQLRDaDRDRBQHrDaHQD`badQAQHSHQDQDPlaLaDIHRDaHsHRLPf@PBF`dCFStUNr|\fJJRihjvfjzAjZvShynGmzBBHJ`jhjfjjijhIjjjj`Zf@Fib`B`HiBjJjjXJjb`JbBHNbPe`haEBzILQxbHbQLbyHJITPXnq_dndcPVfmKZ^rSd@@ !B?avMN^Hy[T[~g_z]kSfr^]IyKT[~g^HF?gw~?BtyKWdb^\vyDkdbzFuF?iw~_YQhf@kmanKz?ev@pv@akSdmnUJy`KTiWXAu?cVMnVuyJLPI@dcDsT[~gVvF?evRadRJ~jsluUrN?ew~?ZpUHBEJk_z\MG[~hjtysWg~@jvytaTujbHN?bNr^VuysWdR^T{MXkizL`fMHeh}^oz]sX[~W_{}?ow~w_{][Wfmn\uydgfM^TtEtggbA_y}?ew~?_{}?mu~^zwFkWgR^QIyVuUs^vui[PY?foxM{{kmioz}kWg~?CO{wTg~[YvyDog~wRtF]\ZeEbuy	1542343		0		Ki	0	0	0	0		Escherichia coli	24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035				
elVXD@@L`AlbdTTTRRRVuRRfbRrdLb\RBrn^j`B`B`jj`@j``@@ !BIf}hHf]B@W}~xA`}Euv~xLaCE?whHnbbY|IgPox_`Y?hOWy`MpL~[rc}rBJhpxD?LJHX@{x@LBHPxc{@JNI^xE`C@i`	19569		0		IC50	0	0	0	0		Escherichia coli	24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035				
elVXD@@L`AlbdTTTRRRVuRRfbRrdLb\RBrn^j`B`B`jj`@j``@@ !BIf}hHf]B@W}~xA`}Euv~xLaCE?whHnbbY|IgPox_`Y?hOWy`MpL~[rc}rBJhpxD?LJHX@{x@LBHPxc{@JNI^xE`C@i`	19569		0		Ki	0	0	0	0		Escherichia coli	24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035				
fakqb@@qkpoPQFQQQJHsQHjIQEdg^jvBA`BBiZP`@@ !B]?s~@K_}R@KW@c_|bGw~@G]}b@Hw@ox@BGw~@G^B?`Bw@l`B?`@Ho_x@b@K~@@	1		0		IC50	0	0	0	0		Escherichia coli	24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035				
fakqb@@qkpoPQFQQQJHsQHjIQEdg^jvBA`BBiZP`@@ !B]?s~@K_}R@KW@c_|bGw~@G]}b@Hw@ox@BGw~@G^B?`Bw@l`B?`@Ho_x@b@K~@@	1		0		Ki	0	0	0	0		Escherichia coli	24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035				
edVXBH@CgHji`@cIEEEDddhdcBeldeDdQQhEXetLCCT`D@LPDAUUU@P@@ !Bdv_`YW?~kJ]~oxa|oTc]Mwy?RGuH?W|A_xDHO]]}R@IH?Kvwok~w`k?~upOW@w^BupNw`m\CmtHA`M\CmxJw`m\C	6914		0		IC50	0	0	0	0		Escherichia coli	24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035				
edVXBH@CgHji`@cIEEEDddhdcBeldeDdQQhEXetLCCT`D@LPDAUUU@P@@ !Bdv_`YW?~kJ]~oxa|oTc]Mwy?RGuH?W|A_xDHO]]}R@IH?Kvwok~w`k?~upOW@w^BupNw`m\CmtHA`M\CmxJw`m\C	6914		0		Ki	0	0	0	0		Escherichia coli	24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035				
emrC@@DDnePEHbohTQ]T~q|bbTTVbbtRRbrfbTTvbVabtvtVfRRfLBZVaqiUsKZfB`dIhJbjjZjjjjZjf`jdrhFHAHqHYhMH}HshKhHH[JJC` !B^zw~Mx^bAFw~rGlmAAK~]{ar?dbx[PRm^ztDCXPR?g_~u}nRAGK~RHQmaJw{k[`M?lc~]?{HQi\{dg{W?m^D\mRmkSl@?komNzvDC_{HpO{~M?{W~GK~upktNvwxg[lRu_SDhoxw?`aH?o{WAEJbqEI{AJt	365189		0		IC50	0	0	0	0		Escherichia coli	24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035				
emrC@@DDnePEHbohTQ]T~q|bbTTVbbtRRbrfbTTvbVabtvtVfRRfLBZVaqiUsKZfB`dIhJbjjZjjjjZjf`jdrhFHAHqHYhMH}HshKhHH[JJC` !B^zw~Mx^bAFw~rGlmAAK~]{ar?dbx[PRm^ztDCXPR?g_~u}nRAGK~RHQmaJw{k[`M?lc~]?{HQi\{dg{W?m^D\mRmkSl@?komNzvDC_{HpO{~M?{W~GK~upktNvwxg[lRu_SDhoxw?`aH?o{WAEJbqEI{AJt	365189		0		Ki	0	0	0	0		Escherichia coli	24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035				
ffc@R@HH|d@QddafRrbbTVVEIwbuV`@fjA@H@@ !BO\`BrC^CJGtw?Ox?U?twW_x?}uvE{t_\ZOu??d_CJOs~O~MGbOthO_x?	21697		0		IC50	0	0	0	0		Escherichia coli	24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035				
ffc@R@HH|d@QddafRrbbTVVEIwbuV`@fjA@H@@ !BO\`BrC^CJGtw?Ox?U?twW_x?}uvE{t_\ZOu??d_CJOs~O~MGbOthO_x?	21697		0		Ki	0	0	0	0		Escherichia coli	24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035				
fdiqp@HHXBbmF}GHeEBhhhbmYsTuUUUQNTRhmPz`@ !B?`BH@ox@bGvH?K_|?`Bw@h`B?`Bw?Xc}?`BH?H`B?`Bw@`	1064511		0		IC50	0	0	0	0		Escherichia coli	24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035				
fdiqp@HHXBbmF}GHeEBhhhbmYsTuUUUQNTRhmPz`@ !B?`BH@ox@bGvH?K_|?`Bw@h`B?`Bw?Xc}?`BH?H`B?`Bw@`	1064511		0		Ki	0	0	0	0		Escherichia coli	24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035				
fjmHR@LBCfBKI@DYIHUEDdhldcks`kT@@PET@@@ !B?M^}u{\BR@HwoPF@rOwW?Gz?b@JH`c^}RGvwoTa}@W?~o?z?RHIH?P	430546		0		IC50	0	0	0	0		Escherichia coli	24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035				
fjmHR@LBCfBKI@DYIHUEDdhldcks`kT@@PET@@@ !B?M^}u{\BR@HwoPF@rOwW?Gz?b@JH`c^}RGvwoTa}@W?~o?z?RHIH?P	430546		0		Ki	0	0	0	0		Escherichia coli	24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035				
f`qpa@LR}A@@`PQddaTTRRUtxuejBPha@@ !BoXa|bC]}ROtw@d`B?g}exJ]SRGuH_[?~irs~_ta}	2095		0		IC50	0	0	0	0		Escherichia coli	24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035				
f`qpa@LR}A@@`PQddaTTRRUtxuejBPha@@ !BoXa|bC]}ROtw@d`B?g}exJ]SRGuH_[?~irs~_ta}	2095		0		Ki	0	0	0	0		Escherichia coli	24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035				
fbupb@LVcA@@cIIBmDeLhThkUgKU@ASUQ@@@ !B?G^}]t`BMpIH_S^}MpK~_{]}Mww~o~?jGvUSiwuHo?y}R@IHo?x	27111		0		IC50	0	0	0	0		Escherichia coli	24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035				
fbupb@LVcA@@cIIBmDeLhThkUgKU@ASUQ@@@ !B?G^}]t`BMpIH_S^}MpK~_{]}Mww~o~?jGvUSiwuHo?y}R@IHo?x	27111		0		Ki	0	0	0	0		Escherichia coli	24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035				
fjmIb@HHXFeo@BLdRRRbRTQrdpPwjVjjjjjjBh@ !BQzNXhqkoY^~gcPAm}vKhoMy_}vuHgX`]?j|?liy_ExL?Pa_uORc|J@	8531		0		IC50	0	0	0	0		Escherichia coli	24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035				
fjmIb@HHXFeo@BLdRRRbRTQrdpPwjVjjjjjjBh@ !BQzNXhqkoY^~gcPAm}vKhoMy_}vuHgX`]?j|?liy_ExL?Pa_uORc|J@	8531		0		Ki	0	0	0	0		Escherichia coli	24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035				
fdya@@E@RYfU~UyZCEhJBJjb@@ !BgZclVJ?~gXPh?fthW]\R~DHdk?zp?`MggUaBDN?~_?ymr@	611591		0		IC50	0	0	0	0		Escherichia coli	24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035				
fdya@@E@RYfU~UyZCEhJBJjb@@ !BgZclVJ?~gXPh?fthW]\R~DHdk?zp?`MggUaBDN?~_?ymr@	611591		0		Ki	0	0	0	0		Escherichia coli	24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035				
dclD@@iJYW]rnF``JX@@ !BGviLzOx@CxLsF@?|m{pw?P~C}pIw@p	386297		0		IC50	0	0	0	0		Escherichia coli	24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035				
dclD@@iJYW]rnF``JX@@ !BGviLzOx@CxLsF@?|m{pw?P~C}pIw@p	386297		0		Ki	0	0	0	0		Escherichia coli	24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035				
fmoqA@EZg@@PnPRkm]eUfUW~BMZh~sZ@BZj@@@HP@@ !B?ibH?^nM?g~H@hc}bOvH@hc}sc~pTlBYUKoRsxANP}\@P[S{jnCB}|KwPAY@E`CAJaCrFp	250		0		IC50	0	0	0	0		Escherichia coli	24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035				
fmoqA@EZg@@PnPRkm]eUfUW~BMZh~sZ@BZj@@@HP@@ !B?ibH?^nM?g~H@hc}bOvH@hc}sc~pTlBYUKoRsxANP}\@P[S{jnCB}|KwPAY@E`CAJaCrFp	250		0		Ki	0	0	0	0		Escherichia coli	24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035				
eg`PJ@@@DALalbbRbvTTTTTjradUCGdQUSUUUUUMUMUS\DDTDJTZTFTNDUD@@ !ByKI~@D`CBHHH`d`C_`@TsS_|_`Bw@``B?`Bw__x@yDvH@k\B?g~w@k]}m?wkLaNj?g~w?_zg[IW~Jp	138562	=	3.39	nM	IC50	8.47	0.39	20.24	11.63		Escherichia coli	24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035				
eg`PJ@@@DALalbbRbvTTTTTjradUCGdQUSUUUUUMUMUS\DDTDJTZTFTNDUD@@ !ByKI~@D`CBHHH`d`C_`@TsS_|_`Bw@``B?`Bw__x@yDvH@k\B?g~w@k]}m?wkLaNj?g~w?_zg[IW~Jp	138562		0		Ki	0	0	0	0		Escherichia coli	24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035				
fnsQp@OU@RdeQKdTTbVbTjbbVOERLEKUUUUUUUUIDXnHTLkQtBdp@ !B?ebdtioRyLw~_?yX?ebdtnSRf}J[toyXyLwdtoxgiMK~FJSMz|vdsZSRELt	189099		0		IC50	0	0	0	0		Escherichia coli	24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035				
fnsQp@OU@RdeQKdTTbVbTjbbVOERLEKUUUUUUUUIDXnHTLkQtBdp@ !B?ebdtioRyLw~_?yX?ebdtnSRf}J[toyXyLwdtoxgiMK~FJSMz|vdsZSRELt	189099		0		Ki	0	0	0	0		Escherichia coli	24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035				
egh\LL@BK@gNa`IBZPndLbbbTRRRbffLtTUsDa`WfVqtDEETuU@tAD`@@ !BM{w~wy^BRKvWo]^}bHK~o}^BMrIHoXc}M{w~`C]]?k|h`oy?MxHwHc_CRLO~HO]]uws~o?z?jKw~Wp	15371		0		IC50	0	0	0	0		Escherichia coli	24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035				
egh\LL@BK@gNa`IBZPndLbbbTRRRbffLtTUsDa`WfVqtDEETuU@tAD`@@ !BM{w~wy^BRKvWo]^}bHK~o}^BMrIHoXc}M{w~`C]]?k|h`oy?MxHwHc_CRLO~HO]]uws~o?z?jKw~Wp	15371		0		Ki	0	0	0	0		Escherichia coli	24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035				
fjc@`@@ErJIJZIPiSQJcEZ]zNVfjjjjjjfLPejVgeE@@ !BU{pwwWx@UtKWPgy@esuW``D`MtKWOW{@MpIW`gy@KrVofgx`xuaed@	364520		0		IC50	0	0	0	0		Escherichia coli	24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035				
fjc@`@@ErJIJZIPiSQJcEZ]zNVfjjjjjjfLPejVgeE@@ !BU{pwwWx@UtKWPgy@esuW``D`MtKWOW{@MpIW`gy@KrVofgx`xuaed@	364520		0		Ki	0	0	0	0		Escherichia coli	24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035				
gChHD@aIi`@ !B[g?Pk^_c	56928		0		IC50	0	0	0	0		Escherichia coli	24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035				
gChHD@aIi`@ !B[g?Pk^_c	56928		0		Ki	0	0	0	0		Escherichia coli	24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035				
eg`TJ@@BK@DILblbfbbTRtVLTVRTrW@agausUUMUUSUP@TTXSaBQRAH@ !B_C^}]xB~[AcLqwz@HJW`zm]|BHJPFnBeROu~@LsGRHI~`Da}uwpH`dbBROvHoTbB@[?H@da}RGuH@`	189203		0		IC50	0	0	0	0		Escherichia coli	24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035				
eg`TJ@@BK@DILblbfbbTRtVLTVRTrW@agausUUMUUSUP@TTXSaBQRAH@ !B_C^}]xB~[AcLqwz@HJW`zm]|BHJPFnBeROu~@LsGRHI~`Da}uwpH`dbBROvHoTbB@[?H@da}RGuH@`	189203		0		Ki	0	0	0	0		Escherichia coli	24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035				
goqD`X@@DBShj@JHaSyBQBmQ[\^rJIQQZJKQIJKJZIQSZIZFKS[QJJYIIFXpDZKHVJdjkMnpyjXJBPf`jJjijjjjijjjf`jiFRCDBVILhZWiUhva@`vJIAh !BL}TAzsOJSCU~yCOUSLk~FtsJ_nQLMRsUL}ULMTsJ?no~zpGkSLhAyDpuSMTsuTpu_nPAztsJmjo~z}MJ?nmLrgq]wXLTdSOUL}T@d?{dSEU~zsOJSLhAztqJL}ULMSOUn^SYr~MRSLhAzqhlz?{cK\puL}Wd?o{kSLiJtp	497291		0		IC50	0	0	0	0		Escherichia coli	24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035				
goqD`X@@DBShj@JHaSyBQBmQ[\^rJIQQZJKQIJKJZIQSZIZFKS[QJJYIIFXpDZKHVJdjkMnpyjXJBPf`jJjijjjjijjjf`jiFRCDBVILhZWiUhva@`vJIAh !BL}TAzsOJSCU~yCOUSLk~FtsJ_nQLMRsUL}ULMTsJ?no~zpGkSLhAyDpuSMTsuTpu_nPAztsJmjo~z}MJ?nmLrgq]wXLTdSOUL}T@d?{dSEU~zsOJSLhAztqJL}ULMSOUn^SYr~MRSLhAzqhlz?{cK\puL}Wd?o{kSLiJtp	497291		0		Ki	0	0	0	0		Escherichia coli	24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035				
fi{qb@BQKcc`AFRJJEZIKIIQSIDhZwQtuL@EUP@P@@@ !BAyOhxz}zjh|UK~a|WF]HWTcB?e?hwTbC?e}HOTaB|CwHP``}?dCp@oy?JGwp`?y?	20027		0		IC50	0	0	0	0		Escherichia coli	24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035				
fi{qb@BQKcc`AFRJJEZIKIIQSIDhZwQtuL@EUP@P@@@ !BAyOhxz}zjh|UK~a|WF]HWTcB?e?hwTbC?e}HOTaB|CwHP``}?dCp@oy?JGwp`?y?	20027		0		Ki	0	0	0	0		Escherichia coli	24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035				
di@FsLJfxPYHbDb@VNS`@@ !B\QZIzS~ejv[oYlma_rGsiP	1249005		0		IC50	0	0	0	0		Escherichia coli	24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035				
di@FsLJfxPYHbDb@VNS`@@ !B\QZIzS~ejv[oYlma_rGsiP	1249005		0		Ki	0	0	0	0		Escherichia coli	24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035				
fdyHb@LBeFB@AFRREQQIIZ[Sk^Vh@@@h@@@ !BoS_|M}^BRHHw_PF@rKtwpgy?R@IH`c_}M{uH__y_M?sH``	2130		0		IC50	0	0	0	0		Escherichia coli	24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035				
fdyHb@LBeFB@AFRREQQIIZ[Sk^Vh@@@h@@@ !BoS_|M}^BRHHw_PF@rKtwpgy?R@IH`c_}M{uH__y_M?sH``	2130		0		Ki	0	0	0	0		Escherichia coli	24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035				
ek`TLH@G@hKO@@aJnUWn[vYU\QQpH[YXyhHHifh@@@H@@@ !B_hBH?S_}?e|H?K]|BGvH?U_}ROqUk|^LWF]?Wiz@yvLCu{]|_s{Bms_}o`@CUxOWmwrw@lHw@X@	60232		0		IC50	0	0	0	0		Escherichia coli	24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035				
ek`TLH@G@hKO@@aJnUWn[vYU\QQpH[YXyhHHifh@@@H@@@ !B_hBH?S_}?e|H?K]|BGvH?U_}ROqUk|^LWF]?Wiz@yvLCu{]|_s{Bms_}o`@CUxOWmwrw@lHw@X@	60232		0		Ki	0	0	0	0		Escherichia coli	24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035				
ffyPQAEIPSQ`QDH`GPyTig@LhddeEIjeHuUSUUU@@@ !B_~[uaoxWIBu[sRSRV}HdKUoMIMK~eumRs\QRqBSMV|u[TeoMVuKMVuI[	101810		0		IC50	0	0	0	0		Escherichia coli	24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035				
ffyPQAEIPSQ`QDH`GPyTig@LhddeEIjeHuUSUUU@@@ !B_~[uaoxWIBu[sRSRV}HdKUoMIMK~eumRs\QRqBSMV|u[TeoMVuKMVuI[	101810		0		Ki	0	0	0	0		Escherichia coli	24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035				
f`apRBNJMACo@BES{lddJVbbbfcKUURsP@@ !BoPa|BL`Cm{vH`m_|ROvXKAko?hBXTpC~uwvw?D`B	222633		0		IC50	0	0	0	0		Escherichia coli	24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035				
f`apRBNJMACo@BES{lddJVbbbfcKUURsP@@ !BoPa|BL`Cm{vH`m_|ROvXKAko?hBXTpC~uwvw?D`B	222633		0		Ki	0	0	0	0		Escherichia coli	24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035				
eol\J@@DKC`COBmlbbbbbRVTfVRQTrtXdDTLBRrFfZiijBhF@JjbBCQ@@ !B@l\`Gbtw@`\BAMrg[~DPVduwDLVmurtwnKvx?@@n{~Fuc|bBrHO}NsrgFKtXPnbBzCw~DFaBivJgO_y`	7501		0		IC50	0	0	0	0		Escherichia coli	24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035				
eol\J@@DKC`COBmlbbbbbRVTfVRQTrtXdDTLBRrFfZiijBhF@JjbBCQ@@ !B@l\`Gbtw@`\BAMrg[~DPVduwDLVmurtwnKvx?@@n{~Fuc|bBrHO}NsrgFKtXPnbBzCw~DFaBivJgO_y`	7501		0		Ki	0	0	0	0		Escherichia coli	24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035				
fhqa`@C@DiIfU~uigHBBjjh@@ !Bm?s~@C_}MwqH@g_|]pNH_[]|_h@w?S_|M{wW?Ktw_C\	34094		0		IC50	0	0	0	0		Escherichia coli	24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035				
fhqa`@C@DiIfU~uigHBBjjh@@ !Bm?s~@C_}MwqH@g_|]pNH_[]|_h@w?S_|M{wW?Ktw_C\	34094		0		Ki	0	0	0	0		Escherichia coli	24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035				
dkoLAHHPSXeNrJZJIHqaZfjjP@ !BBxP_z^i`X}bPznrx_?{~DFW`wTc\jM~^	497784		0		IC50	0	0	0	0		Escherichia coli	24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035				
dkoLAHHPSXeNrJZJIHqaZfjjP@ !BBxP_z^i`X}bPznrx_?{~DFW`wTc\jM~^	497784		0		Ki	0	0	0	0		Escherichia coli	24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035				
eohZN@@AEOBm`JKHjacldTTRRLtTtJTrbrbXxBRfVijjjjjjjjjjtPSDdfbLcdRfTZTrV`@ !Br@K~_ta}@T@w_Xb}_c}H@m\B?k?Wo_x@?k?W`laBupKW_PD@MtKW@`F@uwtw@ox?mpHw?]]}T}c_Uk]B	371527		0		IC50	0	0	0	0		Escherichia coli	24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035				
eohZN@@AEOBm`JKHjacldTTRRLtTtJTrbrbXxBRfVijjjjjjjjjjtPSDdfbLcdRfTZTrV`@ !Br@K~_ta}@T@w_Xb}_c}H@m\B?k?Wo_x@?k?W`laBupKW_PD@MtKW@`F@uwtw@ox?mpHw?]]}T}c_Uk]B	371527		0		Ki	0	0	0	0		Escherichia coli	24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035				
fcPa@MATLDPRHrJJKKJZJZIQYJELxfk^kwA@TuUUUUTUXLgRj@@ !Bm?w~_s_|bGvw_[]}mpHw?K]}?g|w?K]}?`CW?Oy??hBw?S]}irrXkOy?FnAexI]\aQ~G|{}a	114750		0		IC50	0	0	0	0		Escherichia coli	24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035				
fcPa@MATLDPRHrJJKKJZJZIQYJELxfk^kwA@TuUUUUTUXLgRj@@ !Bm?w~_s_|bGvw_[]}mpHw?K]}?g|w?K]}?`CW?Oy??hBw?S]}irrXkOy?FnAexI]\aQ~G|{}a	114750		0		Ki	0	0	0	0		Escherichia coli	24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035				
fj}Qa@EItZHHcpQdTRTtRTQbbUNBUdl@QLuRuD``J@ !Bm|JO@?x@MwrO_E}e?`CcZAVoW~j?_e}Y]AlUxDBnN]|tqG|VTb|H@p	1248726		0		IC50	0	0	0	0		Escherichia coli	24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035				
fj}Qa@EItZHHcpQdTRTtRTQbbUNBUdl@QLuRuD``J@ !Bm|JO@?x@MwrO_E}e?`CcZAVoW~j?_e}Y]AlUxDBnN]|tqG|VTb|H@p	1248726		0		Ki	0	0	0	0		Escherichia coli	24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035				
flyP`@EN@cHheDdehbdiZZ``bjj@@@ !B?g|W?Xc}U?qhPoy_E?vHOV`}M?s~W?{@e?wHO_z?jKw~gz`}	32027		0		IC50	0	0	0	0		Escherichia coli	24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035				
flyP`@EN@cHheDdehbdiZZ``bjj@@@ !B?g|W?Xc}U?qhPoy_E?vHOV`}M?s~W?{@e?wHO_z?jKw~gz`}	32027		0		Ki	0	0	0	0		Escherichia coli	24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035				
dcLDPEt@b@cIDhTdiaUUUMPe@@ !BUHSOtgvHShBw_[\B?`Bw@k]}?g~w@`	224463		0		IC50	0	0	0	0		Escherichia coli	24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035				
dcLDPEt@b@cIDhTdiaUUUMPe@@ !BUHSOtgvHShBw_[\B?`Bw@k]}?g~w@`	224463		0		Ki	0	0	0	0		Escherichia coli	24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035				
fjuIbBNF\FfR`B@rWdiVUWeVxTjjZjfjfP@@ !BfIOOSS@rirpXx}i`stuXSH@~u{spgW_]wh@hwM^|u{spgZF@O`CwWP	1153672		0		IC50	0	0	0	0		Escherichia coli	24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035				
fjuIbBNF\FfR`B@rWdiVUWeVxTjjZjfjfP@@ !BfIOOSS@rirpXx}i`stuXSH@~u{spgW_]wh@hwM^|u{spgZF@O`CwWP	1153672		0		Ki	0	0	0	0		Escherichia coli	24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035				
foAQ@`LDT@HMHVdGRFRJJEIYRXhJUL@EUP@@ !BKA`_FeLX@O{~@K]}mpJw@k]}mwvw@k\B@ha}mp	38898		0		IC50	0	0	0	0		Escherichia coli	24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035				
foAQ@`LDT@HMHVdGRFRJJEIYRXhJUL@EUP@@ !BKA`_FeLX@O{~@K]}mpJw@k]}mwvw@k\B@ha}mp	38898		0		Ki	0	0	0	0		Escherichia coli	24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035				
ekhPF@@@A@lfadfYfV^yw]V^AEGK@djlbf`j@HhJJijHlLJNBBj@@ !B?dCW@l`B?dAW_Rc}?dCH@m]BupIH``E?R@JWOQe`ohCH_Xa}vsQ_Sgz??k}}RDa}RGt?_`IHrOp	2812		0		IC50	0	0	0	0		Escherichia coli	24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035				
ekhPF@@@A@lfadfYfV^yw]V^AEGK@djlbf`j@HhJJijHlLJNBBj@@ !B?dCW@l`B?dAW_Rc}?dCH@m]BupIH``E?R@JWOQe`ohCH_Xa}vsQ_Sgz??k}}RDa}RGt?_`IHrOp	2812		0		Ki	0	0	0	0		Escherichia coli	24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035				
eghXJ@@M@CDbclbbbbbrbrRRbtjVSDbedURvsPRQQULt@EH`DCD@ !B?`Bw@h`B?`Bw__x@bGvw@h`BmpJH@ox@m?w~@Ha}mpJw@h`Bb@K~@K]}mwvH__x@b@JH@ox@b@JH_P	1263327	=	26.1	%	Inhibition	0	0	0	0			24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035	Bioorg Med Chem Lett 21 (22), 6709-6713 (2011)	21983443	10.1016/j.bmcl.2011.09.053	
eghXJ@@M@CDbclbbbbbrbrRRbtjVSDbedURvsPRQQULt@EH`DCD@ !B?`Bw@h`B?`Bw__x@bGvw@h`BmpJH@ox@m?w~@Ha}mpJw@h`Bb@K~@K]}mwvH__x@b@JH@ox@b@JH_P	1263327	=	34.2	%	Inhibition	0	0	0	0			24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035	Bioorg Med Chem Lett 21 (22), 6709-6713 (2011)	21983443	10.1016/j.bmcl.2011.09.053	
